year,day,time,impact,cur,text,actual,forecast,previous
2022,Mar 30,1:00pm,medium,USD,FOMC Member George Speaks,,,
2022,Mar 30,7:50pm,low,JPY,Prelim Industrial Production m/m,0.1%,0.5%,-0.8%
2022,Mar 30,8:30pm,low,AUD,Building Approvals m/m,43.5%,4.8%,-27.1%
2022,Mar 30,8:30pm,low,AUD,Private Sector Credit m/m,0.6%,0.6%,0.6%
2022,Mar 30,9:30pm,low,CNY,Manufacturing PMI,49.5,49.7,50.2
2022,Mar 30,9:30pm,low,CNY,Non-Manufacturing PMI,48.4,50.3,51.6
2022,Mar 31,1:00am,low,JPY,Housing Starts y/y,6.3%,1.3%,2.1%
2022,Mar 31,2:00am,low,EUR,German Retail Sales m/m,0.3%,0.5%,1.4%
2022,Mar 31,2:00am,low,GBP,Current Account,-7.3B,-18.5B,-28.9B
2022,Mar 31,2:00am,low,GBP,Final GDP q/q,1.3%,1.0%,1.0%
2022,Mar 31,2:00am,low,GBP,Nationwide HPI m/m,1.1%,0.5%,1.7%
2022,Mar 31,2:00am,low,GBP,Revised Business Investment q/q,1.0%,0.9%,0.9%
2022,Mar 31,2:30am,low,CHF,Retail Sales y/y,12.8%,5.3%,5.7%
2022,Mar 31,2:45am,low,EUR,French Consumer Spending m/m,0.8%,1.2%,-2.0%
2022,Mar 31,2:45am,low,EUR,French Prelim CPI m/m,1.4%,1.3%,0.7%
2022,Mar 31,3:55am,low,EUR,German Unemployment Change,-18K,-19K,-33K
2022,Mar 31,4:00am,low,EUR,Italian Monthly Unemployment Rate,8.5%,8.7%,8.6%
2022,Mar 31,5:00am,low,EUR,Italian Prelim CPI m/m,1.2%,0.9%,0.9%
2022,Mar 31,5:00am,low,EUR,Unemployment Rate,6.8%,6.7%,6.9%
2022,Mar 31,All Day,medium,All,OPEC-JMMC Meetings,,,
2022,Mar 31,7:30am,low,USD,Challenger Job Cuts y/y,-30.1%,,-55.9%
2022,Mar 31,8:30am,high,CAD,GDP m/m,0.2%,0.2%,0.1%
2022,Mar 31,8:30am,high,USD,Core PCE Price Index m/m,0.4%,0.4%,0.5%
2022,Mar 31,8:30am,medium,USD,Unemployment Claims,202K,195K,188K
2022,Mar 31,8:30am,low,USD,Personal Income m/m,0.5%,0.5%,0.1%
2022,Mar 31,8:30am,low,USD,Personal Spending m/m,0.2%,0.5%,2.7%
2022,Mar 31,9:00am,low,USD,FOMC Member Williams Speaks,,,
2022,Mar 31,9:45am,medium,USD,Chicago PMI,62.9,56.9,56.3
2022,Mar 31,10:00am,medium,CHF,Gov Board Member Maechler Speaks,,,
2022,Mar 31,10:30am,low,USD,Natural Gas Storage,26B,23B,-51B
2022,Mar 31,1:30pm,low,USD,President Biden Speaks,,,
2022,Mar 31,5:30pm,low,AUD,AIG Manufacturing Index,55.7,,53.2
2022,Mar 31,7:50pm,low,JPY,Tankan Manufacturing Index,14,12,18
2022,Mar 31,7:50pm,low,JPY,Tankan Non-Manufacturing Index,9,5,9
2022,Mar 31,8:30pm,low,JPY,Final Manufacturing PMI,54.1,53.2,53.2
2022,Mar 31,9:45pm,low,CNY,Caixin Manufacturing PMI,48.1,50.0,50.4
2022,Apr 1,1:30am,low,AUD,Commodity Prices y/y,40.9%,,34.0%
2022,Apr 1,2:30am,low,CHF,CPI m/m,0.6%,0.5%,0.7%
2022,Apr 1,2:45am,low,EUR,French Gov Budget Balance,-37.6B,,-15.9B
2022,Apr 1,3:15am,low,EUR,Spanish Manufacturing PMI,54.2,55.8,56.9
2022,Apr 1,3:30am,low,CHF,Manufacturing PMI,64.0,61.0,62.6
2022,Apr 1,3:45am,low,EUR,Italian Manufacturing PMI,55.8,57.0,58.3
2022,Apr 1,3:50am,low,EUR,French Final Manufacturing PMI,54.7,54.8,54.8
2022,Apr 1,3:55am,low,EUR,German Final Manufacturing PMI,56.9,57.6,57.6
2022,Apr 1,4:00am,low,EUR,Final Manufacturing PMI,56.5,57.0,57.0
2022,Apr 1,4:30am,low,GBP,Final Manufacturing PMI,55.2,55.5,55.5
2022,Apr 1,5:00am,medium,EUR,CPI Flash Estimate y/y,7.5%,6.7%,5.9%
2022,Apr 1,5:00am,low,EUR,Core CPI Flash Estimate y/y,3.0%,3.1%,2.7%
2022,Apr 1,8:30am,high,USD,Average Hourly Earnings m/m,0.4%,0.4%,0.1%
2022,Apr 1,8:30am,high,USD,Non-Farm Employment Change,431K,492K,750K
2022,Apr 1,8:30am,high,USD,Unemployment Rate,3.6%,3.7%,3.8%
2022,Apr 1,9:30am,low,CAD,Manufacturing PMI,58.9,,56.6
2022,Apr 1,9:45am,low,USD,Final Manufacturing PMI,58.8,58.5,58.5
2022,Apr 1,10:00am,high,USD,ISM Manufacturing PMI,57.1,58.9,58.6
2022,Apr 1,10:00am,low,USD,Construction Spending m/m,0.5%,1.0%,1.6%
2022,Apr 1,10:00am,low,USD,ISM Manufacturing Prices,87.1,79.9,75.6
2022,Apr 1,All Day,low,USD,Wards Total Vehicle Sales,13.3M,13.4M,14.1M
2022,Apr 1,10:45am,low,USD,President Biden Speaks,,,
2022,Apr 2,10:00am,holiday,NZD,Daylight Saving Time Shift,,,
2022,Apr 2,12:00pm,holiday,AUD,Daylight Saving Time Shift,,,
2022,Apr 2,1:00pm,low,USD,FOMC Member Williams Speaks,,,
2022,Apr 3,7:50pm,low,JPY,Monetary Base y/y,7.9%,8.0%,7.6%
2022,Apr 3,All Day,holiday,CNY,Bank Holiday,,,
2022,Apr 3,9:00pm,low,AUD,MI Inflation Gauge m/m,0.8%,,0.5%
2022,Apr 3,9:30pm,low,AUD,ANZ Job Advertisements m/m,0.4%,,10.9%
2022,Apr 4,2:00am,low,EUR,German Trade Balance,11.5B,11.3B,8.8B
2022,Apr 4,3:00am,medium,EUR,Spanish Unemployment Change,-2.9K,15.3K,-11.4K
2022,Apr 4,4:30am,low,EUR,Sentix Investor Confidence,-18.0,-9.3,-7.0
2022,Apr 4,5:05am,medium,GBP,BOE Gov Bailey Speaks,,,
2022,Apr 4,All Day,low,EUR,Eurogroup Meetings,,,
2022,Apr 4,8:30am,low,CAD,Building Permits m/m,21.0%,6.9%,-8.2%
2022,Apr 4,10:00am,low,GBP,MPC Member Cunliffe Speaks,,,
2022,Apr 4,10:00am,low,USD,Factory Orders m/m,-0.5%,-0.5%,1.5%
2022,Apr 4,10:30am,medium,CAD,BOC Business Outlook Survey,,,
2022,Apr 4,6:30pm,low,AUD,AIG Construction Index,56.5,,53.4
2022,Apr 4,7:30pm,low,JPY,Average Cash Earnings y/y,1.2%,0.6%,1.1%
2022,Apr 4,7:30pm,low,JPY,Household Spending y/y,1.1%,2.8%,6.9%
2022,Apr 4,All Day,holiday,CNY,Bank Holiday,,,
2022,Apr 4,11:35pm,low,JPY,10-y Bond Auction,0.20|3.6,,0.18|3.2
2022,Apr 5,12:30am,high,AUD,Cash Rate,0.10%,0.10%,0.10%
2022,Apr 5,12:30am,high,AUD,RBA Rate Statement,,,
2022,Apr 5,2:45am,low,EUR,French Industrial Production m/m,-0.9%,-0.4%,1.8%
2022,Apr 5,3:15am,low,EUR,Spanish Services PMI,53.4,54.2,56.6
2022,Apr 5,3:45am,low,EUR,Italian Services PMI,52.1,51.6,52.8
2022,Apr 5,3:50am,low,EUR,French Final Services PMI,57.4,57.4,57.4
2022,Apr 5,3:55am,low,EUR,German Final Services PMI,56.1,55.0,55.0
2022,Apr 5,4:00am,low,EUR,Final Services PMI,55.6,54.8,54.8
2022,Apr 5,4:30am,low,GBP,Final Services PMI,62.6,60.9,61.0
2022,Apr 5,4:30am,low,GBP,Housing Equity Withdrawal q/q,-12.1B,1.4B,-6.7B
2022,Apr 5,All Day,low,EUR,ECOFIN Meetings,,,
2022,Apr 5,8:30am,low,CAD,Trade Balance,2.7B,2.9B,3.1B
2022,Apr 5,8:30am,low,USD,Trade Balance,-89.2B,-88.5B,-89.2B
2022,Apr 5,9:45am,low,USD,Final Services PMI,58.0,58.9,58.9
2022,Apr 5,10:00am,high,USD,ISM Services PMI,58.3,58.6,56.5
2022,Apr 5,10:05am,medium,USD,FOMC Member Brainard Speaks,,,
2022,Apr 5,10:45am,low,NZD,GDT Price Index,-1.0%,,-0.9%
2022,Apr 5,2:00pm,low,USD,FOMC Member Williams Speaks,,,
2022,Apr 5,9:08pm,low,NZD,ANZ Commodity Prices m/m,3.9%,,3.9%
2022,Apr 5,9:45pm,low,CNY,Caixin Services PMI,42.0,49.6,50.2
2022,Apr 6,2:00am,low,EUR,German Factory Orders m/m,-2.2%,-0.2%,2.3%
2022,Apr 6,2:05am,low,AUD,RBA Deputy Gov Bullock Speaks,,,
2022,Apr 6,4:30am,low,GBP,Construction PMI,59.1,58.0,59.1
2022,Apr 6,5:00am,low,EUR,PPI m/m,1.1%,1.2%,5.1%
2022,Apr 6,10:00am,medium,CAD,Ivey PMI,74.2,62.3,60.6
2022,Apr 6,10:00am,medium,USD,Treasury Sec Yellen Speaks,,,
2022,Apr 6,10:30am,low,USD,Crude Oil Inventories,2.4M,-2.9M,-3.4M
2022,Apr 6,2:00pm,high,USD,FOMC Meeting Minutes,,,
2022,Apr 6,6:30pm,low,AUD,AIG Services Index,56.2,,60.0
2022,Apr 6,9:30pm,low,AUD,Trade Balance,7.46B,11.70B,11.79B
2022,Apr 6,11:35pm,low,JPY,30-y Bond Auction,0.99|3.0,,0.89|3.1
2022,Apr 7,1:00am,low,JPY,Leading Indicators,100.9%,100.9%,102.5%
2022,Apr 7,1:45am,low,CHF,Unemployment Rate,2.2%,2.2%,2.3%
2022,Apr 7,2:00am,low,EUR,German Industrial Production m/m,0.2%,0.1%,1.4%
2022,Apr 7,2:00am,low,GBP,Halifax HPI m/m,1.4%,0.9%,0.8%
2022,Apr 7,3:00am,low,CHF,Foreign Currency Reserves,911B,,938B
2022,Apr 7,4:49am,low,EUR,Spanish 10-y Bond Auction,1.60|2.3,,1.23|1.5
2022,Apr 7,5:00am,low,EUR,Retail Sales m/m,0.3%,0.6%,0.2%
2022,Apr 7,5:03am,low,EUR,French 10-y Bond Auction,1.17|1.8,,0.52|1.7
2022,Apr 7,7:30am,low,EUR,ECB Monetary Policy Meeting Accounts,,,
2022,Apr 7,8:15am,low,GBP,MPC Member Pill Speaks,,,
2022,Apr 7,8:30am,medium,USD,Unemployment Claims,166K,201K,171K
2022,Apr 7,9:00am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Apr 7,10:30am,medium,USD,Treasury Sec Yellen Speaks,,,
2022,Apr 7,10:30am,low,USD,Natural Gas Storage,-33B,-28B,26B
2022,Apr 7,3:00pm,low,USD,Consumer Credit m/m,41.8B,18.0B,8.9B
2022,Apr 7,4:00pm,low,CAD,Annual Budget Release,,,
2022,Apr 7,7:50pm,low,JPY,Current Account,0.52T,0.27T,0.18T
2022,Apr 7,9:30pm,low,AUD,RBA Financial Stability Review,,,
2022,Apr 8,1:00am,low,JPY,Consumer Confidence,32.8,36.9,35.3
2022,Apr 8,2:00am,low,JPY,Economy Watchers Sentiment,47.8,45.0,37.7
2022,Apr 8,4:00am,low,EUR,Italian Retail Sales m/m,0.7%,0.5%,-0.6%
2022,Apr 8,8:30am,high,CAD,Employment Change,72.5K,77.5K,336.6K
2022,Apr 8,8:30am,high,CAD,Unemployment Rate,5.3%,5.4%,5.5%
2022,Apr 8,10:00am,low,USD,Final Wholesale Inventories m/m,2.5%,2.1%,2.1%
2022,Apr 10,All Day,high,EUR,French Presidential Election,,,
2022,Apr 10,8:30pm,medium,JPY,BOJ Gov Kuroda Speaks,,,
2022,Apr 10,9:30pm,low,CNY,CPI y/y,1.5%,1.3%,0.9%
2022,Apr 10,9:30pm,low,CNY,PPI y/y,8.3%,8.1%,8.8%
2022,Apr 11,1:59am,low,JPY,Prelim Machine Tool Orders y/y,30.2%,,31.6%
2022,Apr 11,2:00am,low,GBP,Construction Output m/m,-0.1%,0.5%,1.6%
2022,Apr 11,2:00am,low,GBP,GDP m/m,0.1%,0.2%,0.8%
2022,Apr 11,2:00am,low,GBP,Goods Trade Balance,-20.6B,-16.8B,-23.9B
2022,Apr 11,2:00am,low,GBP,Index of Services 3m/3m,0.8%,0.7%,1.4%
2022,Apr 11,2:00am,low,GBP,Industrial Production m/m,-0.6%,0.3%,0.7%
2022,Apr 11,2:00am,low,GBP,Manufacturing Production m/m,-0.4%,0.3%,0.9%
2022,Apr 11,4:10am,low,CNY,M2 Money Supply y/y,9.7%,9.2%,9.2%
2022,Apr 11,4:10am,low,CNY,New Loans,3130B,2750B,1230B
2022,Apr 11,6:00am,low,GBP,NIESR GDP Estimate,1.0%,,1.0%
2022,Apr 11,9:30am,low,USD,FOMC Member Bowman Speaks,,,
2022,Apr 11,6:04pm,low,NZD,NZIER Business Confidence,-40,,-28
2022,Apr 11,6:45pm,low,NZD,Visitor Arrivals m/m,29.8%,,-34.5%
2022,Apr 11,7:01pm,low,GBP,BRC Retail Sales Monitor y/y,-0.4%,2.6%,2.7%
2022,Apr 11,7:50pm,low,JPY,Bank Lending y/y,0.5%,0.5%,0.3%
2022,Apr 11,7:50pm,low,JPY,PPI y/y,9.5%,9.2%,9.7%
2022,Apr 11,9:30pm,low,AUD,NAB Business Confidence,16,,13
2022,Apr 12,2:00am,low,EUR,German Final CPI m/m,2.5%,2.5%,2.5%
2022,Apr 12,2:00am,low,EUR,German WPI m/m,6.9%,1.4%,1.7%
2022,Apr 12,2:00am,low,GBP,Average Earnings Index 3m/y,5.4%,5.4%,4.8%
2022,Apr 12,2:00am,low,GBP,Claimant Count Change,-46.9K,-41.1K,-58.0K
2022,Apr 12,2:00am,low,GBP,Unemployment Rate,3.8%,3.8%,3.9%
2022,Apr 12,2:45am,low,EUR,French Trade Balance,-10.3B,-9.3B,-8.0B
2022,Apr 12,5:00am,medium,EUR,ZEW Economic Sentiment,-43.0,-46.5,-38.7
2022,Apr 12,5:00am,medium,EUR,German ZEW Economic Sentiment,-41.0,-48.4,-39.3
2022,Apr 12,5:02am,low,GBP,10-y Bond Auction,1.93|2.6,,1.60|2.5
2022,Apr 12,6:00am,low,USD,NFIB Small Business Index,93.2,95.0,95.7
2022,Apr 12,8:30am,high,USD,CPI m/m,1.2%,1.2%,0.8%
2022,Apr 12,8:30am,high,USD,CPI y/y,8.5%,8.4%,7.9%
2022,Apr 12,8:30am,high,USD,Core CPI m/m,0.3%,0.5%,0.5%
2022,Apr 12,10:00am,low,USD,IBD/TIPP Economic Optimism,45.5,43.2,41.0
2022,Apr 12,12:10pm,medium,USD,FOMC Member Brainard Speaks,,,
2022,Apr 12,1:01pm,medium,USD,10-y Bond Auction,2.72|2.4,,1.92|2.5
2022,Apr 12,2:00pm,low,USD,Federal Budget Balance,-192.7B,-191.5B,-216.6B
2022,Apr 12,6:45pm,low,NZD,FPI m/m,0.7%,,-0.1%
2022,Apr 12,7:50pm,low,JPY,Core Machinery Orders m/m,-9.8%,-1.5%,-2.0%
2022,Apr 12,7:50pm,low,JPY,M2 Money Stock y/y,3.5%,3.6%,3.6%
2022,Apr 12,8:30pm,low,AUD,Westpac Consumer Sentiment,-0.9%,,-4.2%
2022,Apr 12,10:00pm,high,NZD,Official Cash Rate,1.50%,1.25%,1.00%
2022,Apr 12,10:00pm,high,NZD,RBNZ Rate Statement,,,
2022,Apr 13,12:08am,low,CNY,Trade Balance,301B,140B,739B
2022,Apr 13,12:43am,low,CNY,USD-Denominated Trade Balance,47.4B,22.0B,116.0B
2022,Apr 13,2:00am,high,GBP,CPI y/y,7.0%,6.7%,6.2%
2022,Apr 13,2:00am,low,GBP,Core CPI y/y,5.7%,5.3%,5.2%
2022,Apr 13,2:00am,low,GBP,PPI Input m/m,5.2%,2.0%,1.8%
2022,Apr 13,2:00am,low,GBP,PPI Output m/m,2.0%,1.2%,0.9%
2022,Apr 13,2:00am,low,GBP,RPI y/y,9.0%,8.8%,8.2%
2022,Apr 13,2:15am,medium,JPY,BOJ Gov Kuroda Speaks,,,
2022,Apr 13,4:00am,low,EUR,Italian Industrial Production m/m,4.0%,0.9%,-3.4%
2022,Apr 13,4:30am,low,GBP,HPI y/y,10.9%,10.1%,10.2%
2022,Apr 13,5:38am,low,EUR,German 10-y Bond Auction,0.83|1.3,,0.38|1.3
2022,Apr 13,8:30am,high,USD,PPI m/m,1.4%,1.1%,0.8%
2022,Apr 13,8:30am,medium,USD,Core PPI m/m,1.0%,0.5%,0.2%
2022,Apr 13,10:00am,high,CAD,BOC Monetary Policy Report,,,
2022,Apr 13,10:00am,high,CAD,BOC Rate Statement,,,
2022,Apr 13,10:00am,high,CAD,Overnight Rate,1.00%,1.00%,0.50%
2022,Apr 13,10:30am,low,USD,Crude Oil Inventories,9.4M,1.1M,2.4M
2022,Apr 13,11:00am,high,CAD,BOC Press Conference,,,
2022,Apr 13,1:01pm,medium,USD,30-y Bond Auction,2.82|2.3,,2.38|2.5
2022,Apr 13,6:30pm,low,NZD,BusinessNZ Manufacturing Index,53.8,,53.6
2022,Apr 13,7:01pm,low,GBP,RICS House Price Balance,74%,75%,78%
2022,Apr 13,9:03pm,low,AUD,MI Inflation Expectations,5.2%,,4.9%
2022,Apr 13,9:30pm,high,AUD,Employment Change,17.9K,30.0K,77.4K
2022,Apr 13,9:30pm,high,AUD,Unemployment Rate,4.0%,3.9%,4.0%
2022,Apr 14,2:30am,low,CHF,PPI m/m,0.8%,1.1%,0.4%
2022,Apr 14,3:02am,low,CNY,Foreign Direct Investment ytd/y,25.6%,,37.9%
2022,Apr 14,4:30am,low,GBP,BOE Credit Conditions Survey,,,
2022,Apr 14,7:45am,high,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
2022,Apr 14,7:45am,high,EUR,Monetary Policy Statement,,,
2022,Apr 14,8:30am,low,CAD,Manufacturing Sales m/m,4.2%,3.6%,0.6%
2022,Apr 14,8:30am,low,CAD,Wholesale Sales m/m,-0.4%,1.0%,4.2%
2022,Apr 14,8:30am,high,EUR,ECB Press Conference,,,
2022,Apr 14,8:30am,high,USD,Core Retail Sales m/m,1.1%,1.0%,0.6%
2022,Apr 14,8:30am,high,USD,Retail Sales m/m,0.5%,0.6%,0.8%
2022,Apr 14,8:30am,medium,USD,Unemployment Claims,185K,172K,167K
2022,Apr 14,8:30am,low,USD,Import Prices m/m,2.6%,2.3%,1.6%
2022,Apr 14,9:30am,low,GBP,CB Leading Index m/m,0.0%,,0.4%
2022,Apr 14,10:00am,medium,USD,Prelim UoM Consumer Sentiment,65.7,59.1,59.4
2022,Apr 14,10:00am,low,USD,Business Inventories m/m,1.5%,1.3%,1.3%
2022,Apr 14,10:00am,low,USD,Prelim UoM Inflation Expectations,5.4%,,5.4%
2022,Apr 14,10:30am,low,USD,Natural Gas Storage,15B,15B,-33B
2022,Apr 14,3:50pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Apr 14,All Day,holiday,NZD,Bank Holiday,,,
2022,Apr 14,All Day,holiday,AUD,Bank Holiday,,,
2022,Apr 15,All Day,holiday,CHF,Bank Holiday,,,
2022,Apr 15,2:45am,low,EUR,French Final CPI m/m,1.4%,1.4%,1.4%
2022,Apr 15,All Day,holiday,GBP,Bank Holiday,,,
2022,Apr 15,All Day,holiday,EUR,German Bank Holiday,,,
2022,Apr 15,8:30am,medium,USD,Empire State Manufacturing Index,24.6,0.9,-11.8
2022,Apr 15,All Day,holiday,CAD,Bank Holiday,,,
2022,Apr 15,9:15am,low,USD,Capacity Utilization Rate,78.3%,77.8%,77.6%
2022,Apr 15,9:15am,low,USD,Industrial Production m/m,0.9%,0.4%,0.5%
2022,Apr 15,4:00pm,low,USD,TIC Long-Term Purchases,141.7B,103.5B,58.8B
2022,Apr 17,All Day,holiday,NZD,Bank Holiday,,,
2022,Apr 17,All Day,holiday,AUD,Bank Holiday,,,
2022,Apr 17,10:00pm,high,CNY,GDP q/y,4.8%,4.2%,4.0%
2022,Apr 17,10:00pm,medium,CNY,Retail Sales y/y,-3.5%,-3.0%,6.7%
2022,Apr 17,10:00pm,low,CNY,Fixed Asset Investment ytd/y,9.3%,8.5%,12.2%
2022,Apr 17,10:00pm,low,CNY,Industrial Production y/y,5.0%,4.0%,7.5%
2022,Apr 17,10:00pm,low,CNY,NBS Press Conference,,,
2022,Apr 17,10:00pm,low,CNY,Unemployment Rate,5.8%,5.5%,5.5%
2022,Apr 18,All Day,holiday,CHF,Bank Holiday,,,
2022,Apr 18,All Day,holiday,GBP,Bank Holiday,,,
2022,Apr 18,All Day,holiday,EUR,French Bank Holiday,,,
2022,Apr 18,All Day,holiday,EUR,German Bank Holiday,,,
2022,Apr 18,All Day,holiday,EUR,Italian Bank Holiday,,,
2022,Apr 18,10:00am,low,USD,NAHB Housing Market Index,77,77,79
2022,Apr 18,Day 1,low,All,IMF Meetings,,,
2022,Apr 18,4:00pm,high,NZD,RBNZ Gov Orr Speaks,,,
2022,Apr 18,4:00pm,medium,USD,FOMC Member Bullard Speaks,,,
2022,Apr 18,6:30pm,low,NZD,BusinessNZ Services Index,51.6,,48.9
2022,Apr 18,9:30pm,medium,AUD,Monetary Policy Meeting Minutes,,,
2022,Apr 19,12:30am,low,JPY,Revised Industrial Production m/m,2.0%,0.1%,0.1%
2022,Apr 19,8:13am,low,CAD,Housing Starts,246K,249K,250K
2022,Apr 19,8:30am,low,CAD,Foreign Securities Purchases,7.44B,15.23B,13.49B
2022,Apr 19,8:30am,low,USD,Building Permits,1.87M,1.83M,1.87M
2022,Apr 19,8:30am,low,USD,Housing Starts,1.79M,1.74M,1.79M
2022,Apr 19,Day 2,low,All,IMF Meetings,,,
2022,Apr 19,10:30am,low,AUD,CB Leading Index m/m,0.6%,,-0.3%
2022,Apr 19,10:39am,low,NZD,GDT Price Index,-3.6%,,-1.0%
2022,Apr 19,12:30pm,medium,CHF,SNB Chairman Jordan Speaks,,,
2022,Apr 19,7:50pm,low,JPY,Trade Balance,-0.90T,-0.58T,-1.07T
2022,Apr 19,8:30pm,low,AUD,MI Leading Index m/m,0.3%,,0.4%
2022,Apr 20,12:30am,low,JPY,Tertiary Industry Activity m/m,-1.3%,0.3%,-0.2%
2022,Apr 20,2:00am,low,EUR,German PPI m/m,4.9%,2.7%,1.4%
2022,Apr 20,4:00am,low,EUR,Italian Trade Balance,-1.66B,-4.23B,-5.13B
2022,Apr 20,5:00am,low,EUR,Industrial Production m/m,0.7%,0.8%,-0.7%
2022,Apr 20,5:00am,low,EUR,Trade Balance,-9.4B,-6.5B,-7.7B
2022,Apr 20,8:30am,high,CAD,CPI m/m,1.4%,0.9%,1.0%
2022,Apr 20,8:30am,medium,CAD,Common CPI y/y,2.8%,2.7%,2.7%
2022,Apr 20,8:30am,medium,CAD,Median CPI y/y,3.8%,3.5%,3.5%
2022,Apr 20,8:30am,medium,CAD,Trimmed CPI y/y,4.7%,4.3%,4.4%
2022,Apr 20,8:30am,low,CAD,NHPI m/m,1.2%,0.7%,1.1%
2022,Apr 20,8:30am,low,EUR,German Buba President Nagel Speaks,,,
2022,Apr 20,8:32am,low,CAD,Core CPI m/m,1.0%,,0.8%
2022,Apr 20,10:00am,medium,USD,Existing Home Sales,5.77M,5.78M,5.93M
2022,Apr 20,Day 3,low,All,IMF Meetings,,,
2022,Apr 20,10:30am,low,USD,Crude Oil Inventories,-8.0M,3.0M,9.4M
2022,Apr 20,All Day,medium,All,G20 Meetings,,,
2022,Apr 20,All Day,low,All,G7 Meetings,,,
2022,Apr 20,2:00pm,low,USD,Beige Book,,,
2022,Apr 20,6:45pm,high,NZD,CPI q/q,1.8%,2.0%,1.4%
2022,Apr 21,4:40am,low,EUR,Spanish 10-y Bond Auction,1.74|1.3,,1.60|2.3
2022,Apr 21,5:00am,low,EUR,Final CPI y/y,7.4%,7.5%,7.5%
2022,Apr 21,5:00am,low,EUR,Final Core CPI y/y,2.9%,3.0%,3.0%
2022,Apr 21,8:30am,medium,USD,Philly Fed Manufacturing Index,17.6,21.5,27.4
2022,Apr 21,8:30am,medium,USD,Unemployment Claims,184K,177K,186K
2022,Apr 21,9:00am,low,GBP,MPC Member Mann Speaks,,,
2022,Apr 21,9:46am,low,EUR,Consumer Confidence,-17,-20,-19
2022,Apr 21,10:00am,low,USD,CB Leading Index m/m,0.3%,0.3%,0.6%
2022,Apr 21,Day 4,low,All,IMF Meetings,,,
2022,Apr 21,10:30am,low,USD,Natural Gas Storage,53B,40B,15B
2022,Apr 21,11:00am,medium,USD,Fed Chair Powell Speaks,,,
2022,Apr 21,12:30pm,high,GBP,BOE Gov Bailey Speaks,,,
2022,Apr 21,1:00pm,medium,EUR,ECB President Lagarde Speaks,,,
2022,Apr 21,1:00pm,high,USD,Fed Chair Powell Speaks,,,
2022,Apr 21,7:00pm,low,AUD,Flash Manufacturing PMI,57.9,,57.7
2022,Apr 21,7:00pm,low,AUD,Flash Services PMI,56.6,,55.6
2022,Apr 21,7:01pm,low,GBP,GfK Consumer Confidence,-38,-33,-31
2022,Apr 21,7:30pm,low,JPY,National Core CPI y/y,0.8%,0.8%,0.6%
2022,Apr 21,8:30pm,low,JPY,Flash Manufacturing PMI,53.4,53.3,54.1
2022,Apr 22,2:00am,medium,GBP,Retail Sales m/m,-1.4%,-0.3%,-0.5%
2022,Apr 22,3:15am,medium,EUR,French Flash Services PMI,58.8,56.4,57.4
2022,Apr 22,3:15am,low,EUR,French Flash Manufacturing PMI,55.4,53.7,54.7
2022,Apr 22,3:30am,high,EUR,German Flash Manufacturing PMI,54.1,54.6,56.9
2022,Apr 22,3:30am,high,EUR,German Flash Services PMI,57.9,55.4,56.1
2022,Apr 22,4:00am,low,EUR,Current Account,20.8B,22.8B,21.6B
2022,Apr 22,4:00am,low,EUR,Flash Manufacturing PMI,55.3,54.9,56.5
2022,Apr 22,4:00am,low,EUR,Flash Services PMI,57.7,55.0,55.6
2022,Apr 22,4:30am,medium,GBP,Flash Manufacturing PMI,55.3,53.9,55.2
2022,Apr 22,4:30am,medium,GBP,Flash Services PMI,58.3,59.9,62.6
2022,Apr 22,6:00am,low,EUR,German Buba Monthly Report,,,
2022,Apr 22,8:30am,medium,CAD,Core Retail Sales m/m,2.1%,0.4%,2.9%
2022,Apr 22,8:30am,medium,CAD,Retail Sales m/m,0.1%,-0.4%,3.3%
2022,Apr 22,8:30am,low,CAD,IPPI m/m,4.0%,2.0%,2.6%
2022,Apr 22,8:30am,low,CAD,RMPI m/m,11.8%,7.1%,6.4%
2022,Apr 22,9:00am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Apr 22,9:45am,medium,USD,Flash Manufacturing PMI,59.7,58.1,58.8
2022,Apr 22,9:45am,medium,USD,Flash Services PMI,54.7,58.0,58.0
2022,Apr 22,Day 5,low,All,IMF Meetings,,,
2022,Apr 22,10:30am,high,GBP,BOE Gov Bailey Speaks,,,
2022,Apr 23,Day 6,low,All,IMF Meetings,,,
2022,Apr 24,All Day,high,EUR,French Presidential Election,,,
2022,Apr 24,Day 7,low,All,IMF Meetings,,,
2022,Apr 24,All Day,holiday,NZD,Bank Holiday,,,
2022,Apr 24,All Day,holiday,AUD,Bank Holiday,,,
2022,Apr 24,7:01pm,low,GBP,Rightmove HPI m/m,1.6%,,1.7%
2022,Apr 24,7:50pm,low,JPY,SPPI y/y,1.3%,1.2%,1.1%
2022,Apr 25,All Day,holiday,EUR,Italian Bank Holiday,,,
2022,Apr 25,4:00am,medium,EUR,German ifo Business Climate,91.8,88.3,90.8
2022,Apr 25,6:00am,low,GBP,CBI Industrial Order Expectations,14,24,26
2022,Apr 25,8:58am,low,EUR,Belgian NBB Business Climate,2.4,0.2,0.4
2022,Apr 25,11:00am,high,CAD,BOC Gov Macklem Speaks,,,
2022,Apr 25,7:30pm,low,JPY,Unemployment Rate,2.6%,2.7%,2.7%
